_id,productId,productName,category,price,grade,filters.plasticFree,filters.fscCertified,filters.carbonNeutral,filters.recycledMaterials,productImage,manufacturingProcess,transportationMethod,materialsUsed,plasticReducedPercent,chemicalUsedPercent,co2ReducedPercent,isRecyclable,packagingRecyclable,biodegradablePercent,waterUsedLiters,energyUsedKwh,productWeightKg,productLifespanYears,createdAt,updatedAt
87e304d8ffa1494a810288fb,37,Safety Net 4K WiFi Night Vision Holder HD Mini cam 1080p HD Audio Video Recording Watch Live 24 Hours Small Surveillance S...,"tv, audio & cameras",18.77,5,True,True,True,False,31n5Bmg5MmL._AC_UL320_.jpg,water-based infusion,air,Composite,37,32,50,False,False,99,25.29,2.17,2.04,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
fc46943bcc6846e7bcb00dfa,38,Ports Grey Nylon Lace up Shoes for Boys_,men's shoes,34.66,5,True,False,False,False,31uaKfBtnAL._AC_UL320_.jpg,solar-powered,truck,Fabric,56,115,73,False,True,38,20.09,7.32,2.14,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3a84f299326448f9b6592f62,39,Adidas Mens Furio Lite M Running Shoes,men's shoes,5.54,3,False,False,True,False,8100MTKtKRL._AC_UL320_.jpg,hand-crafted,truck,Plastic,-91,61,88,True,True,84,21.73,7.92,2.88,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c449b485349d456cba05c698,40,5 grams pure silver coin lakshmi g pure silver coin laxmi ganesh Bis Hallmark 999 fine Silver Coin . 5gm coin lakshmi gane...,accessories,40.63,3,True,True,False,True,71G21lhKnEL._AC_UL320_.jpg,solar-powered,sea,Plastic,37,117,31,False,False,96,17.96,1.67,2.7,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
480068a904fd4ef3999d9301,41,Alpha Nemesis Casual School Backpack/College Bag For Kids Made With Waterproof polyester 15 Ltrs Red Black Casual Backpack,kids' fashion,28.13,5,True,True,False,False,81KM4GMHnkL._AC_UL320_.jpg,water-based infusion,truck,Paper,43,86,97,False,True,97,19.04,5.35,1.42,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
38b3f0c66cff4d7d9903a951,42,Van Heusen Men's Track Pants,stores,32.93,5,False,True,False,True,61IK6hKv-2L._AC_UL320_.jpg,hand-crafted,truck,Composite,-6,97,16,False,False,80,8.85,8.74,3.54,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
bfd7f5365683423f86868a4e,43,"ADDIOX Lightweight Shoes Casual Sneaker for Men's & Boy's,",men's shoes,18.08,4,True,True,False,False,41qM1lfUtDL._AC_UL320_.jpg,water-based infusion,truck,Metal,40,77,33,True,True,59,2.4,0.87,2.38,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
78e64fc2d5124df3946acdd7,44,PALAY® Ladies Purse Women's Wallet with Multiple Card Slots PU Leather Long Wallet Card Holders Wallet Zipper Pocket Coin ...,accessories,35.63,3,True,True,True,False,51TnGbVqcJL._AC_UL320_.jpg,solar-powered,rail,Glass,10,6,62,False,True,93,9.15,8.14,1.92,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
cd7f6b6495a6493ebd4b1b81,45,INDO ERA Women's Cotton Straight Kurta,women's clothing,18.56,4,True,False,True,True,71QNi+0OyoL._AC_UL320_.jpg,solar-powered,sea,Paper,65,74,8,True,True,63,5.53,9.56,2.46,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6aa7e242f029432cb196b172,46,"AmazonBasics microSDHC Memory Card with Full Size Adapter, A1, U1, Read Speed up to 98 MB/s, 32GB","tv, audio & cameras",12.45,5,False,True,True,False,71fnwTYD6jL._AC_UL320_.jpg,solar-powered,sea,Fabric,-20,326,47,True,False,18,22.21,3.77,2.72,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
12c85ec377ad4b5683a0de6f,47,Fashion2wear Rayon Regular Printed Jumpsuit For Women & Girls,women's clothing,47.98,4,True,True,True,True,81pZAhZ-wcL._AC_UL320_.jpg,solar-powered,sea,Glass,2,126,92,False,True,54,27.09,0.62,3.01,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6ab6bd20868247199c02fa9b,48,"Thrifty Tech 4 MP IP with Audio, Wired Day/Night 24 Hour Full Color Bullet Camera Full HD Weatherproof Bullet CCTV Surveil...","tv, audio & cameras",11.14,4,True,False,False,False,81vQLmZhN4L._AC_UL320_.jpg,water-based infusion,rail,Fabric,9,90,61,False,True,43,11.35,4.35,4.28,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
49d73bfca5f34f05823c8252,49,"Microbot-Micro SD Storage Board, Micro SD TF Card Memory Shield Module SPI, Micro SD Adapter for Arduino","tv, audio & cameras",26.19,1,True,False,False,False,71HQ4MVrgZL._AC_UL320_.jpg,hand-crafted,sea,Plastic,59,245,52,False,False,83,19.97,3.58,3.22,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
fd60810abc8e4629ba6d3a6c,50,Schmick Mobile Sling Bag Crossbody Sling Bag for Women Girls (Indigo Fabric),accessories,24.49,2,False,False,True,False,91pLEYzlL6L._AC_UL320_.jpg,water-based infusion,air,Paper,-45,78,62,True,True,91,23.88,7.07,1.49,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6b6104fecda34d43afcc124a,51,Rhysley Men's Grey Slim Fit Denim Jeans with Stretchable Cotton Mid-Rise with Comfort Fit and High Performance for Everyda...,men's clothing,24.56,3,True,True,True,True,71C+jx2LadL._AC_UL320_.jpg,water-based infusion,air,Metal,53,68,17,False,True,46,2.72,5.38,3.39,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
304ab70f2ae64a5cadd9e2cf,52,infloura Formal Analog Watch for Girls- Stylish Casual Analogue Wrist Watches(Multi Color),accessories,31.51,3,False,True,True,True,91N4sk4fQOL._AC_UL320_.jpg,solar-powered,air,Composite,-53,45,7,True,False,8,14.49,3.11,3.54,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
cd223c2577a04f3b853da582,53,Sansui 60 cm (24 Inches) HD Ready LED TV JSY24NSHD (Black),"tv, audio & cameras",43.45,3,True,False,True,True,71GNqAJNZzL._AC_UL320_.jpg,water-based infusion,rail,Composite,72,200,39,True,False,36,15.26,2.42,4.12,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c647fdd3b0874af1b33ec32c,54,M5 Fashion Tote Purses and Handbags Women Handbags Top Handle Shoulder Bag 4pcs Set,accessories,12.29,2,False,False,False,False,51UVDGFZKmL._AC_UL320_.jpg,solar-powered,air,Glass,-71,22,10,False,True,94,19.06,7.16,3.82,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6c92b55838c6447dbcdfdded,55,Helios Pack of 3 Shoe Shine On For All Type of Leather,men's shoes,31.26,1,True,True,False,True,51PDXkkOOWL._AC_UL320_.jpg,water-based infusion,sea,Fabric,93,97,85,False,False,89,4.75,3.06,4.5,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3458d8c2d86a46ad8dd6b6fd,56,Parx Medium Blue Shirts,men's clothing,16.17,3,True,False,True,False,71-bI0lxWyL._AC_UL320_.jpg,solar-powered,air,Fabric,15,11,85,False,False,48,17.12,6.94,1.27,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
2d426fdb12984e36bbda4d3d,57,Aldo Mens Bowtie001 Platform,men's shoes,35.37,1,True,True,True,True,61yxI8h1mnL._AC_UL320_.jpg,solar-powered,rail,Plastic,48,33,25,True,False,75,5.29,3.67,4.86,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c7dca14540bf4d389aa5db41,58,Adidas Men's Toril 1.0 M Running Shoes,stores,13.9,2,True,True,False,False,813cyG4rJ3L._AC_UL320_.jpg,hand-crafted,rail,Plastic,47,100,49,False,False,5,16.31,3.48,3.66,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e0951d9c10aa431782fdbe28,59,UNDELOOP FINE Vest/Cotton Vest/FINE RN Vest/Sleeveless Vest for Men and Boys,men's clothing,21.12,5,True,False,True,True,61VAFp8s2wL._AC_UL320_.jpg,solar-powered,rail,Glass,23,52,52,True,False,53,3.02,1.12,1.54,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
60befa09500b4b38a28088cc,60,BULLAR Home Gym Set (8-30) kg Home Gym Combo with Curl Rod and Pair of Dumbbell Rods Gym Equipment for Men and Exercise Ac...,sports & fitness,6.54,1,True,False,True,False,81B2Y+uQF5L._AC_UL320_.jpg,water-based infusion,truck,Composite,81,163,72,False,False,13,2.7,2.32,3.37,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
9bf43be54e3b48d4bb596cc0,61,BISMAADH Unisex Spandex Bandana,stores,14.97,2,True,False,True,True,51TL89gjQ2L._AC_UL320_.jpg,solar-powered,truck,Plastic,97,72,8,True,False,87,13.31,1.64,1.98,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3ba9ded680b84b0a9a77212c,62,J B Fashion Tops for Women | Tops for Women Tops for Women Stylish | top for Girls | top for Women Stylish Latest (J-517),women's clothing,10.13,3,True,False,True,True,71NBrIFi7WL._AC_UL320_.jpg,hand-crafted,sea,Plastic,91,12,49,True,False,8,4.19,8.99,1.98,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
d256a5082daf40b19f842096,63,Levi's Men Briefs,men's clothing,9.95,5,True,True,False,False,61zbk+jkjwL._AC_UL320_.jpg,water-based infusion,air,Fabric,67,138,26,True,True,43,6.23,7.68,0.85,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
0215f0509ca743328165cb23,64,PKYC Women's Pinkish Peach Satin A Line Saree Petticoat (50),women's clothing,25.61,3,True,False,True,True,515mvMj2UAL._AC_UL320_.jpg,solar-powered,rail,Fabric,90,49,56,True,True,81,17.17,1.45,1.88,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a934776abd714b1fab485f5b,65,Babymoon Newborn Photography Props Bedsheet Baby Photoshoot Props Costume Baby Props for Photoshoot (Cartoon (Blue)),"tv, audio & cameras",10.04,3,True,False,False,False,51W9fa7CY4L._AC_UL320_.jpg,solar-powered,air,Metal,98,47,9,False,True,76,1.17,0.64,2.82,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
8b512ecdc7c04e7b8f605802,66,Adidas Men Kray 3.0 Ms Running Shoes,men's shoes,10.76,3,True,True,True,False,81vDBvzP8AL._AC_UL320_.jpg,water-based infusion,rail,Metal,23,40,95,False,True,58,7.16,6.16,4.7,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f09168c7ddc04fdb872e9825,67,"LUX LYRA Women's Cotton Ankle Length Leggings, Pack of 2 (Black & Pak Green, Free Size)",women's clothing,48.18,4,True,False,True,True,8108a6zgJvL._AC_UL320_.jpg,hand-crafted,rail,Metal,1,30,44,True,False,26,21.68,4.7,0.91,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
0dd69533c5c1455f91384ebf,68,Vector X Velocity Football Shoes (Black-Silver),stores,28.21,5,False,True,True,False,51vZ3lkD+RL._AC_UL320_.jpg,hand-crafted,sea,Plastic,-112,14,53,True,False,1,27.99,6.92,0.79,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
5b68ce5f1c00492f9089c3a5,69,Ravaiyaa - Attitude is everything,women's clothing,42.43,4,False,True,True,True,81Z-piE6bCL._AC_UL320_.jpg,water-based infusion,sea,Fabric,-204,99,34,True,False,45,10.64,9.72,4.02,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
bcb0509d49134f23b49990c6,70,AO Smith HeatBot-SZS-025-DG- SILVER Storage 25 Litre Vertical Digital Display Remote Controlled Water Heater (Geyser) Silv...,appliances,11.49,4,True,False,True,True,71Nde1op8ML._AC_UL320_.jpg,hand-crafted,rail,Paper,73,11,33,True,True,80,21.04,2.75,4.58,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
130227dc84394038bdf4ec88,71,Radha's Creations golden - gold plated copper long 30 inch Mangalsutra No.877 for women,accessories,23.4,3,False,True,True,False,713Hq5tOEuS._AC_UL320_.jpg,solar-powered,truck,Plastic,-100,31,33,True,False,75,11.17,1.74,0.7,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c3d1497f8a4042b1ac466e7b,72,The Souled Store| Official Money Heist: Bella Ciao Mens and Boys Sneakers |Regular fit Graphic Printed|Multicolored Men Hi...,men's shoes,9.32,3,True,False,False,False,61syWzXJ0PL._AC_UL320_.jpg,solar-powered,air,Metal,38,15,42,True,False,82,15.3,3.82,2.17,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
98b168b2a3a5424f8fd12832,73,Ada Hand Embroidered Lucknowi Chikankari Straight Cotton Kurta Kurti for Women A133488,women's clothing,36.91,5,True,False,True,False,51YvoF31iLL._AC_UL320_.jpg,hand-crafted,truck,Composite,93,44,99,False,True,15,11.41,5.31,0.75,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
4842e41b064e490ebdc8eb9b,74,Freshfoot Cute and Colorful Organic Anti-Skid Cotton Ankle socks for new born baby combo set (0-6 Months),kids' fashion,45.72,2,True,True,True,False,71pqe13jCeL._AC_UL320_.jpg,water-based infusion,sea,Plastic,32,120,37,True,True,88,15.52,4.95,1.34,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
4989f2e2fd524b3dbf98d7f3,75,"Bhayani RC Stunt Car, 2.4GHz 4WD Remote Control Gesture Sensor Toy, Double Sided Rotating Off Road Vehicle 360° Flips with...",toys & baby products,20.46,2,True,False,True,True,71AEXQ5BnLL._AC_UL320_.jpg,solar-powered,rail,Fabric,54,44,92,True,False,22,18.62,9.63,1.62,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e4d7457487e34cdeb8392584,76,"Thums Up Soft Drink PET Bottle, 1.25 L",grocery & gourmet foods,47.39,1,True,False,True,True,61thtH3amWL._AC_UL320_.jpg,solar-powered,rail,Composite,33,55,37,True,False,1,4.8,5.09,4.18,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
